Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,ID,Customer_ID,Name,Age,Occupation,Type_of_Loan,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Credit_Score
32284.62,2898.385,6.0,7.0,17.0,6.0,11.125,12.0,8.095,9.0,1283.37,29.41604585122094,80.5,103.03756035536594,35.793568414159616,231.66997454297962,5838,4059,Patrickg,46.0,Teacher,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",Standard,Yes,Low_spent_Small_value_payments,Standard
97791.42,7685.650216783486,6.0,6.0,12.0,0.0,17.875,7.875,16.42,1.0,107.41,32.736385063644775,329.5,393.6347832165136,77.60922833984066,758.0224679138839,5850,13651,Laurence Frosty,26.0,Musician,No Data,Standard,Yes,High_spent_Medium_value_payments,Good
19300.34,1512.361666666667,6.0,7.0,17.0,5.0,51.0,18.625,10.575,7.375,2430.21,29.56620168110426,221.5,49.57206224445275,44.50950984607408,271.3675675753725,5862,16640,Reema,31.0,Entrepreneur,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",Bad,Yes,Low_spent_Large_value_payments,Poor
19514.88,1828.24,7.0,5.0,17.0,0.0,29.5,12.5,4.17,2.25,881.4,31.981549254305097,234.5,0.0,43.315824459505386,348.66548614924847,5874,4911,Mark Felsenthald,41.0,Musician,No Data,Standard,No,High_spent_Medium_value_payments,Poor
10183.015,1074.5845833333333,7.0,5.0,17.0,5.0,48.25,21.125,8.469999999999999,6.0,1672.43,28.57901768488357,124.5,37.58807283812568,14.622739235117402,285.0708011757351,5886,41326,Lee Chyenz,41.0,Media_Manager,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",Bad,Yes,Low_spent_Small_value_payments,Poor
85269.03,7092.419166666667,3.6666666666666665,4.0,12.0,3.0,18.708333333333332,9.291666666666666,7.458333333333333,3.625,211.75333333333333,32.494353504930466,332.5416666666667,131.17867246176868,90.92266338007398,495.52707296354146,146430,11260,Nickb,20.0,Entrepreneur,"Auto Loan, Personal Loan, Auto Loan, Student Loan, Credit-Builder Loan, and Personal Loan",Standard,No,High_spent_Large_value_payments,Standard
12600.445,782.0370833333334,5.0,5.0,10.0,3.0,24.75,18.5,16.54,7.5,569.8,32.887592305187816,150.5,26.060347529205966,0.0,285.0743033903989,5910,23368,McBrideq,32.0,Lawyer,"Not Specified, Student Loan, and Student Loan",Standard,Yes,Low_spent_Small_value_payments,Poor
65627.50333333334,5507.625277777778,9.0,7.0,23.333333333333332,7.666666666666667,27.75,21.583333333333332,11.493333333333332,11.375,2414.69,32.56916254957314,140.54166666666666,305.7676403675695,85.95718338441691,272.7812732018986,11346,41826,Rickt,34.0,Lawyer,"Not Specified, Mortgage Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Home Equity Loan",Bad,Yes,Low_spent_Small_value_payments,Standard
20787.69,1999.3075,8.0,6.0,14.0,3.0,22.375,13.75,2.005,3.0,614.6,29.883033454367116,217.5,42.22199265643221,21.74553122931893,312.5692235973345,5934,19779,Reijik,48.0,Entrepreneur,"Home Equity Loan, Credit-Builder Loan, and Home Equity Loan",Standard,No,Low_spent_Small_value_payments,Standard
34290.12,2697.51,9.0,8.0,25.0,7.0,51.375,9.625,14.335,10.0,2686.81,32.6879975040499,167.5,185.1119825795006,50.45037518047948,187.85852278850308,5946,47455,Ashleyk,30.0,Writer,"Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",Standard,Yes,Low_spent_Large_value_payments,Poor
43070.24,3622.186666666666,3.0,3.0,18.0,1.0,11.25,8.0,9.72,6.0,1233.1,29.418331867423767,233.5,30.57608482316153,28.187146041020004,386.90257671334393,5958,16092,Williamso,32.0,Accountant,Debt Consolidation Loan,Standard,Yes,Low_spent_Large_value_payments,Standard
48535.555,3962.6295833333334,6.0,6.0,19.0,4.0,35.6875,13.75,7.3774999999999995,6.875,1113.005,31.93185474560305,277.0,112.89832516101194,77.09297201914472,307.62157765262407,132846,42361,Dhanya Skariachano,40.0,Architect,"Payday Loan, Not Specified, and Auto Loan",Bad,Yes,High_spent_Medium_value_payments,Standard
99894.46,8314.267927434295,5.5,5.25,12.0,3.0,30.8125,11.15625,3.5300000000000002,4.4375,1130.31,33.17418766604516,218.03125,228.6867882739918,90.10187566931468,446.2543699913245,119694,38282,Sarahb,36.0,Accountant,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",Standard,No,High_spent_Medium_value_payments,Standard
20186.02,1684.168333333333,1.0,5.0,1.0,2.0,4.875,5.875,6.08,4.0,413.32,32.6503504363505,222.5,29.534583720496048,14.29027334711074,311.2682623747089,5994,39537,Mukhopadhyayc,55.0,Scientist,"Auto Loan, and Home Equity Loan",Good,No,High_spent_Medium_value_payments,Good
18627.64,1387.303333333333,7.0,7.0,19.0,6.0,30.375,20.75,5.195,7.0,1793.54,32.55658775405507,228.5,65.13948777561222,24.34618840548105,271.0678241034942,6006,24648,Ayeshaz,43.0,Musician,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",Bad,Yes,Low_spent_Medium_value_payments,Poor
12986.745,959.22875,4.0,3.0,10.0,2.0,29.375,17.25,12.425,6.75,1489.49,29.471644955393966,107.5,16.719300227776053,16.286719355483015,295.91796261454243,6018,38325,Lisa Baertleinu,21.0,Engineer,"Mortgage Loan, and Payday Loan",Standard,Yes,Low_spent_Small_value_payments,Standard
58317.0,4664.75,8.0,5.0,9.0,6.0,18.25,20.0,18.08,8.5,98.97,30.962236154105213,160.5,149.89719942100822,57.95122336180115,432.8725972337247,6030,16388,Carlosj,44.0,Writer,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",Standard,Yes,High_spent_Medium_value_payments,Standard
42171.98,3764.331666666667,2.0,7.0,10.0,3.0,3.5,9.75,3.455,4.0,556.91,33.86374766692662,260.5,102.7629131170904,56.71137669245967,407.69155440470774,6042,45313,Andreas Cremerf,37.0,Scientist,"Auto Loan, Auto Loan, and Not Specified",Good,No,Low_spent_Large_value_payments,Good
71681.4,5799.45,3.0,6.0,15.0,1.0,7.0,8.0,9.69,0.0,1293.02,34.89722744089103,310.5,53.92351397165268,74.60290879544424,532.9193258258732,6054,39828,Bri,36.0,Manager,Not Specified,Standard,Yes,High_spent_Large_value_payments,Good
29469.98,2227.8316666666665,7.0,7.0,24.0,5.0,53.25,21.375,26.69,11.0,3421.66,31.853664038170255,161.625,69.68545857227979,24.066131449353737,347.67657560347226,6066,16512,ra Alperx,16.0,Mechanic,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",Bad,Yes,Low_spent_Small_value_payments,Poor
72559.36,6284.613333333334,4.0,5.0,17.0,4.0,14.875,20.125,2.74,1.5,1173.7,33.26061456357906,338.5,215.83917063897167,82.49686626015253,431.4821329901521,6078,28778,Matt Falloonz,20.0,Engineer,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",Standard,No,High_spent_Medium_value_payments,Standard
15566.02,1423.168333333333,8.0,5.0,32.0,4.0,15.125,20.25,9.49,8.25,1693.95,30.774015408204434,97.5,43.07051960231588,46.57667279779648,280.15566462461607,6090,17068,Lawrencea,37.0,Musician,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",Standard,Yes,Low_spent_Small_value_payments,Poor
53079.06666666667,4634.2555555555555,6.666666666666667,6.333333333333333,19.666666666666668,3.0,31.083333333333332,15.875,8.968333333333334,7.416666666666667,1333.61,31.213398294013057,188.5,113.02569208715808,80.40971864278863,371.4260838319863,114450,16184,Emily Flitterl,30.0,Developer,"Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",Standard,Yes,High_spent_Medium_value_payments,Poor
33821.9475,2730.495625,5.0,4.0,10.5,2.0,22.9375,14.4375,5.13,0.75,922.22,33.092675621590296,214.5,77.68352101276321,47.3972572494539,337.50064247413684,6114,46591,Nateg,30.0,Manager,No Data,Standard,No,Low_spent_Small_value_payments,Standard
34409.53,2966.460833333333,5.0,6.333333333333333,15.0,3.0,20.375,10.833333333333334,10.673333333333332,3.0,1433.1233333333332,32.06362888743664,202.83333333333334,56.13420768172515,52.30716165651055,366.88669567099515,132786,25929,Toonkeln,19.0,Accountant,Auto Loan,Good,No,Low_spent_Small_value_payments,Standard
32234.355,2715.69625,5.0,5.0,15.0,4.0,6.3125,11.5625,12.5275,6.375,1086.395,32.25869984266916,261.5,96.15605706842985,35.382352679191285,300.0504637147975,6138,15724,Jaisinghanij,30.0,Architect,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Not Specified",Standard,Yes,Low_spent_Small_value_payments,Standard
148699.32,12432.61,3.0,4.0,5.0,3.0,13.625,5.5,9.325,1.0,949.38,35.5545977834653,370.5,364.9151774048712,237.91838093113248,710.3583744288535,6150,3173,Pomeroyi,22.0,Lawyer,"Personal Loan, Mortgage Loan, and Payday Loan",Good,No,High_spent_Large_value_payments,Good
85554.03,7185.5025,4.0,2.0,3.0,0.0,12.25,6.625,6.43,3.0,1095.73,33.990875482664876,238.5,0.0,57.04699053352163,721.4620383126116,6162,44763,Olivia Oranr,19.0,Musician,No Data,Good,No,High_spent_Large_value_payments,Good
55829.79,4369.4825,10.0,10.0,18.0,8.0,29.75,18.5,26.615,11.0,3422.49,31.120949774388976,128.625,314.90178526768176,79.93896964172495,201.47762192263684,6174,36507,Rachelle Younglaic,15.0,Entrepreneur,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",Bad,Yes,High_spent_Small_value_payments,Standard
14165.23,1057.4358333333332,7.0,10.0,33.0,9.0,57.875,24.0,8.57,11.0,2797.17,31.181473290526277,170.5,58.86844083860843,45.62644681511021,242.59180410347372,6186,24733,Shupingu,27.0,Architect,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",Bad,Yes,Low_spent_Small_value_payments,Poor
87215.68,7489.973333333332,2.0,6.0,8.0,2.0,3.125,5.375,10.855,0.0,680.77,31.08287213061042,251.5,121.68201673654264,85.0897706786984,575.8223476375842,6198,30150,"John ODonnell""p",30.0,Teacher,"Auto Loan, and Payday Loan",Good,No,High_spent_Large_value_payments,Good
51258.8775,4355.073125,6.5,5.0,18.0,5.5,14.875,12.25,10.504999999999999,6.5,1565.625,31.689507265065853,132.5,298.0308705319544,46.752873328092484,253.18117098084608,116718,39740,Scheydere,43.0,Lawyer,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",Bad,No,Low_spent_Medium_value_payments,Standard
84958.81,7114.900833333333,8.5,6.5,14.0,5.5,19.375,17.125,7.25,5.5,1194.125,31.786620903265863,236.0,243.81557465598925,171.0715986430562,322.3160353390611,141390,46813,Nate Raymondj,38.0,Doctor,"Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, Student Loan, Payday Loan, Auto Loan, Home Equity Loan, and Not Specified",Bad,Yes,Low_spent_Small_value_payments,Poor
45346.04,3807.5033333333326,7.125,7.125,24.0,5.333333333333333,35.291666666666664,16.625,18.67166666666667,9.041666666666666,2138.806666666667,33.861956556191984,138.54166666666666,132.10660729697432,52.62397018981988,351.3705605871584,17178,13616,Edwardk,19.0,Journalist,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",Bad,Yes,High_spent_Medium_value_payments,Poor
39887.22,3224.935,9.0,9.0,16.0,5.0,56.25,19.5,16.5,13.5,3119.6,32.37086498832625,152.5,133.47084524343262,37.210310126757285,275.08331296011005,6246,47494,Simon Jessope,14.0,Developer,"Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan",Bad,Yes,High_spent_Medium_value_payments,Poor
23586.120000000003,1978.181099278756,6.0,4.5,12.0,5.0,37.6875,15.0625,8.579999999999998,3.5,2149.17,31.988645950222573,215.5,67.00822598070224,29.059576041221458,268.29136773394976,105102,32196,Kazunorit,27.0,Architect,"Personal Loan, and Student Loan",Bad,No,Low_spent_Small_value_payments,Poor
123732.32,10416.026666666668,4.0,3.0,11.0,0.0,15.375,8.0,11.92,3.0,1154.46,33.93021815238892,330.5,0.0,96.70297297216996,849.5521813379625,6270,40166,Ekr,43.0,Developer,No Data,Good,No,High_spent_Medium_value_payments,Standard
17251.38,1654.615,6.0,3.0,7.0,7.0,6.875,14.375,15.06,8.0,2431.64,31.654511896591654,139.5,57.35116518894053,23.472604725994863,291.1320800124011,6282,28667,Herbert Lashb,37.0,Writer,"Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan",Standard,Yes,Low_spent_Small_value_payments,Standard
36822.29,3132.524166666666,8.0,7.0,6.0,4.0,14.375,18.75,5.79,4.75,125.25,31.991720572895908,299.625,95.8007129241996,38.11405465744953,350.67851184874297,6294,17173,Christophd,23.0,Entrepreneur,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",Standard,No,High_spent_Medium_value_payments,Good
56414.345,4922.1954166666665,7.5,6.0,20.5,2.0,29.0,19.0625,10.620000000000001,3.875,1636.815,32.697797619870826,147.5,37.94933583635978,53.34449159925217,547.3247127838137,37602,14448,Mikeh,23.0,Doctor,"Credit-Builder Loan, Student Loan, Personal Loan, and Payday Loan",Bad,Yes,High_spent_Small_value_payments,Standard
69977.6,5978.466666666667,10.0,7.0,20.0,9.0,49.625,18.375,6.81,11.0,3042.36,31.008958425222254,155.5,485.75043098703753,64.66200289302631,89.08146819365997,6318,40312,Tim Hepherp,20.0,Scientist,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",Bad,Yes,Low_spent_Medium_value_payments,Poor
54655.215,4350.60125,5.0,3.5,17.5,5.5,19.9375,12.875,8.0825,6.5625,1025.9950000000001,32.3332098655639,165.5,181.12562521738306,53.323550522760605,310.015184424503,6330,18395,Granto,16.0,Architect,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",Bad,No,Low_spent_Medium_value_payments,Poor
41746.76,3651.896666666667,8.0,5.0,31.0,3.0,61.625,20.875,9.06,9.875,1936.79,30.994043944533033,232.5,102.28339754384292,31.56000965684301,371.23675426979656,6342,36631,Ermans,45.0,Journalist,"Mortgage Loan, Personal Loan, and Not Specified",Bad,Yes,High_spent_Large_value_payments,Poor
19981.6,1459.1333333333332,10.0,8.0,20.0,7.0,54.0,21.0,23.58,12.0,4834.59,33.196005511041214,125.5,78.41827155188288,32.8700308749406,251.4147914573877,6354,32011,Isabel Reynoldsb,22.0,Media_Manager,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",Bad,Yes,Low_spent_Small_value_payments,Poor
60895.485,4927.12375,7.0,5.5,17.5,4.5,38.0,19.6875,10.947500000000002,6.125,1680.4450000000002,32.65497803740118,309.5,195.38943898133994,72.35470931298143,337.35443338791447,24318,29956,Laup,30.0,Architect,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",Bad,Yes,High_spent_Medium_value_payments,Standard
88362.46,7255.538333333334,5.0,2.0,8.0,3.0,15.5,7.5,10.76,5.0,325.93,31.208919714155314,371.625,211.1843903373817,78.92670382261053,459.13199449107316,6378,1908,Christopher Doeringv,34.0,Musician,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",Good,No,High_spent_Large_value_payments,Good
111379.065,9453.088749999999,6.5,4.0,4.5,1.5,21.625,12.6875,10.75,6.5,486.46000000000004,35.094347418413776,270.0,88.12174349188741,133.63257088990477,754.8807727066744,109950,40816,Michelley,20.0,Architect,"Home Equity Loan, Not Specified, and Credit-Builder Loan",Good,Yes,High_spent_Medium_value_payments,Good
43590.651666666665,3768.554305555555,4.0,4.666666666666667,7.666666666666667,4.0,16.958333333333332,8.708333333333334,8.205,5.291666666666667,705.0333333333333,30.377672131678988,246.83333333333334,115.29501607679511,49.52840825316193,346.6726044367977,13638,43894,Stempelp,19.0,Accountant,"Debt Consolidation Loan, Payday Loan, and Mortgage Loan",Standard,No,High_spent_Medium_value_payments,Standard
70666.16,5921.385898345037,5.0,7.0,19.0,4.666666666666667,37.291666666666664,12.166666666666666,16.913333333333334,7.791666666666667,2452.12,33.06618411883461,155.83333333333334,349.1668621217714,75.5963072874834,408.3323816579894,119862,23775,Wohli,32.0,Accountant,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",Bad,Yes,High_spent_Large_value_payments,Poor
44115.11,3412.2591666666667,6.0,7.0,16.5,4.5,22.8125,14.0625,13.5625,6.6875,2803.57,34.605667876029656,140.0,107.80569646985457,37.70993159509059,327.18554100203977,18366,28738,Goldsteinv,18.0,Doctor,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",Bad,Yes,High_spent_Medium_value_payments,Standard
33698.865,2789.921185104308,6.666666666666667,5.0,20.0,3.0,34.541666666666664,16.041666666666668,7.838333333333334,8.5,1471.4666666666665,30.629147222013994,193.83333333333334,103.52610761659611,45.067796419548735,333.0942165071451,142614,24464,Silvia Aloisiq,42.0,Engineer,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Home Equity Loan, and Student Loan",Standard,Yes,Low_spent_Small_value_payments,Poor
30390.44,2721.5366666666664,5.0,6.0,5.0,4.0,18.125,19.625,8.985,4.0,580.31,31.18470646868157,294.5,64.84803820501804,45.18470250450465,348.1906940553285,6450,29938,Colew,30.0,Architect,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",Standard,No,High_spent_Medium_value_payments,Standard
45207.54,3507.295,8.0,8.0,24.0,6.0,23.375,20.75,9.155,9.5,2497.48,27.45416394265402,199.5,148.91327341500903,32.07149617579405,308.9686312690528,6462,12427,Longstrethy,42.0,Doctor,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",Bad,Yes,High_spent_Medium_value_payments,Poor
90043.14,7164.748082729371,1.5,3.5,6.0,1.0,16.75,7.4375,5.5525,1.5,932.295,37.29872316703875,302.5,285.34119558002413,62.26576693902942,600.8676665707899,43014,10279,Lisah,18.0,Scientist,No Data,Good,No,High_spent_Large_value_payments,Poor
30346.35,2651.8625,5.0,4.0,14.0,7.0,27.5,8.25,20.3,5.0,523.56,32.04386755951302,103.5,96.72128021256924,29.045193182720087,308.5590993230319,6486,41621,Patrick Temple-Westf,39.0,Engineer,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",Standard,Yes,Low_spent_Small_value_payments,Standard
18681.465,1584.78875,2.0,3.0,9.0,2.0,6.0,7.375,4.4,2.5,327.88,32.12341112360184,372.5,24.8214249786604,32.94987664874939,311.83136755436215,6498,27694,Dowsettk,47.0,Mechanic,"Home Equity Loan, and Student Loan",Good,No,Low_spent_Small_value_payments,Good
9841.34,690.1116666666667,8.0,9.0,31.0,5.0,61.0,14.875,29.52,8.75,4984.82,34.109061435323724,56.5,36.67512791916932,13.486314391796205,260.9127918716565,6510,14412,David Henryp,42.0,Scientist,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",Bad,Yes,High_spent_Small_value_payments,Standard
109341.16999999998,9284.264166666666,3.0,5.0,15.5,2.5,13.875,10.625,5.7775,3.0,549.175,31.985293856879235,312.0,147.04507273320692,96.94934278467724,660.3425971276974,14910,16104,Oreskovicv,26.0,Journalist,Auto Loan,Good,No,High_spent_Large_value_payments,Standard
37347.854999999996,3043.4109430876288,8.5,7.5,29.0,6.0,30.3125,19.4375,13.4875,9.0,2085.38,32.00163566913463,141.0,189.08387694847926,37.40354357482886,272.42006838098405,62478,13995,Svea Herbst-Baylisss,27.0,Journalist,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",Bad,Yes,Low_spent_Small_value_payments,Poor
34106.78,2767.231666666666,8.0,5.0,17.0,0.0,8.375,10.0,9.685,0.0,996.54,32.85745810506495,386.5,0.0,24.071903173565943,402.3117709633025,6546,26185,Slaterf,19.0,Mechanic,No Data,Standard,Yes,Low_spent_Small_value_payments,Standard
108656.66500000001,9110.222083333334,1.0,4.0,3.0,2.5,4.9375,7.6875,4.1525,0.625,795.87,31.783765080928678,344.5,220.87360045635495,86.297765692921,654.7860588286628,6558,21138,Gellerp,44.0,Accountant,Payday Loan,Good,No,High_spent_Large_value_payments,Good
17001.34,1214.7783333333334,6.0,5.0,5.0,1.0,9.25,19.875,6.494999999999999,0.5,1093.87,28.911324101111703,209.625,10.535555607461252,41.289065337162455,306.3987936389825,6570,41598,Papadimaso,34.0,Architect,Home Equity Loan,Standard,No,Low_spent_Small_value_payments,Standard
